L_2_norm_adv,L_cham_norm_adv,L_emd_norm_adv,L_infty_norm_adv,adv_acc,adv_acc_o,adv_acc_p,adv_acc_r,b_infty,b_two,batch_size,beta_cham,beta_emd,beta_infty,beta_two,data_dir,dump_dir,dyn_bound_mode,evaluation_mode,exp_id,gamma,gpu,hard_bound_mode,initial_alpha,initial_weight,lr_attack,natural_L_cham_norm_adv,natural_L_cham_norm_orig,network,num_iter,num_point,orig_acc,orig_acc_o,orig_acc_p,orig_acc_r,phase,proj_acc,proj_acc_p,rec_acc,rec_acc_p,results_file,s_infty,save_file,sor,srs,step,target,u_infty,u_two,upper_bound_weight,victim
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.8467903137207031,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.2402520179748535,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.1114020347595215,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.3159650564193726,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.3315633535385132,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.9777939319610596,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.190169095993042,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.6204793453216553,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.6086623668670654,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,3.012805223464966,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.1598128080368042,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.316775918006897,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.3780707120895386,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.324815034866333,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.3002514839172363,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.3247545957565308,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
10000000000.0,10000000000.0,10000000000.0,10000000000.0,33,33,27,33,0.01,0.8,5,0.0,0.0,0.0,0.0,data,natural/KZI,1,0,KZI,0.0,0,1,0.0,10.0,0.01,10000000000.0,1.3950999975204468,PN1,100,1024,0,0,0,0,all,0,0,9,26,natural/KZI/KZI_full.csv,0.1,natural/KZI/KZI.csv,1.1,10.0,1,5,0.01,4.0,80,0
